0 [main] INFO WebdriverTest  - fin del setup de los logs
78881 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-9 >> User-Agent: Apache-HttpClient/4.3.5 (java 1.5)
78881 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-9 >> Accept-Encoding: gzip,deflate
78881 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-9 >> "POST /hub/session/f88d9dba-800a-4b45-a0fb-e6c8af7c293a/element HTTP/1.1[\r][\n]"
78881 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-9 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
78881 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-9 >> "Content-Length: 68[\r][\n]"
78881 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-9 >> "Host: 127.0.0.1:7055[\r][\n]"
78881 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-9 >> "Connection: Keep-Alive[\r][\n]"
78881 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-9 >> "User-Agent: Apache-HttpClient/4.3.5 (java 1.5)[\r][\n]"
78881 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-9 >> "Accept-Encoding: gzip,deflate[\r][\n]"
78881 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-9 >> "[\r][\n]"
78881 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-9 >> "{"using":"xpath","value":"//input[@type\u003d\u0027password\u0027]"}"
78898 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-9 << "HTTP/1.1 200 OK[\r][\n]"
78898 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-9 << "content-type: application/json; charset=UTF-8[\r][\n]"
78898 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-9 << "connection: close[\r][\n]"
78898 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-9 << "content-length: 145[\r][\n]"
78898 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-9 << "server: httpd.js[\r][\n]"
78898 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-9 << "date: Tue, 03 Feb 2015 20:38:29 GMT[\r][\n]"
78898 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-9 << "[\r][\n]"
78898 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-9 << HTTP/1.1 200 OK
78898 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-9 << content-type: application/json; charset=UTF-8
78898 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-9 << connection: close
78898 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-9 << content-length: 145
78898 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-9 << server: httpd.js
78898 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-9 << date: Tue, 03 Feb 2015 20:38:29 GMT
78899 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-9 << "{"name":"findElement","sessionId":"f88d9dba-800a-4b45-a0fb-e6c8af7c293a","status":0,"value":{"ELEMENT":"{f77e5f6a-f027-44db-9d2f-7b30322eb016}"}}"
78899 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-9: Shutdown connection
78899 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection discarded
78900 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-9: Close connection
78900 [Forwarding findElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 9][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
78901 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: best-match
78902 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
78902 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
78902 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 10][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
78902 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Opening connection {}->http://127.0.0.1:7055
78902 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connecting to /127.0.0.1:7055
78903 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connection established 127.0.0.1:62478<->127.0.0.1:7055
78903 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /hub/session/f88d9dba-800a-4b45-a0fb-e6c8af7c293a/element/%7Bf77e5f6a-f027-44db-9d2f-7b30322eb016%7D/value HTTP/1.1
78903 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
78903 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
78904 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-10 >> POST /hub/session/f88d9dba-800a-4b45-a0fb-e6c8af7c293a/element/%7Bf77e5f6a-f027-44db-9d2f-7b30322eb016%7D/value HTTP/1.1
78904 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-10 >> Content-Type: application/json; charset=utf-8
78904 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-10 >> Content-Length: 66
78904 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-10 >> Host: 127.0.0.1:7055
78904 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-10 >> Connection: Keep-Alive
78904 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-10 >> User-Agent: Apache-HttpClient/4.3.5 (java 1.5)
78904 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-10 >> Accept-Encoding: gzip,deflate
78904 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-10 >> "POST /hub/session/f88d9dba-800a-4b45-a0fb-e6c8af7c293a/element/%7Bf77e5f6a-f027-44db-9d2f-7b30322eb016%7D/value HTTP/1.1[\r][\n]"
78904 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-10 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
78904 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-10 >> "Content-Length: 66[\r][\n]"
78904 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-10 >> "Host: 127.0.0.1:7055[\r][\n]"
78904 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-10 >> "Connection: Keep-Alive[\r][\n]"
78904 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-10 >> "User-Agent: Apache-HttpClient/4.3.5 (java 1.5)[\r][\n]"
78904 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-10 >> "Accept-Encoding: gzip,deflate[\r][\n]"
78904 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-10 >> "[\r][\n]"
78904 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-10 >> "{"id":"{f77e5f6a-f027-44db-9d2f-7b30322eb016}","value":["prueba"]}"
78987 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-10 << "HTTP/1.1 200 OK[\r][\n]"
78987 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-10 << "content-type: application/json; charset=UTF-8[\r][\n]"
78987 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-10 << "connection: close[\r][\n]"
78987 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-10 << "content-length: 101[\r][\n]"
78987 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-10 << "server: httpd.js[\r][\n]"
78987 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-10 << "date: Tue, 03 Feb 2015 20:38:29 GMT[\r][\n]"
78987 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-10 << "[\r][\n]"
78988 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-10 << "{"name":"sendKeysToElement","sessionId":"f88d9dba-800a-4b45-a0fb-e6c8af7c293a","status":0,"value":""}"
78988 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-10 << HTTP/1.1 200 OK
78988 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-10 << content-type: application/json; charset=UTF-8
78988 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-10 << connection: close
78988 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-10 << content-length: 101
78988 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-10 << server: httpd.js
78988 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-10 << date: Tue, 03 Feb 2015 20:38:29 GMT
78989 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-10: Shutdown connection
78989 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection discarded
78990 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-10: Close connection
78990 [Forwarding sendKeysToElement on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 10][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
78992 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: best-match
78992 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
78992 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
78992 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 11][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
78992 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Opening connection {}->http://127.0.0.1:7055
78992 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connecting to /127.0.0.1:7055
78993 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connection established 127.0.0.1:62479<->127.0.0.1:7055
78993 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /hub/session/f88d9dba-800a-4b45-a0fb-e6c8af7c293a/window/current/maximize HTTP/1.1
78993 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
78993 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
78993 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> POST /hub/session/f88d9dba-800a-4b45-a0fb-e6c8af7c293a/window/current/maximize HTTP/1.1
78993 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Content-Type: application/json; charset=utf-8
78993 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Content-Length: 26
78993 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Host: 127.0.0.1:7055
78993 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Connection: Keep-Alive
78993 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> User-Agent: Apache-HttpClient/4.3.5 (java 1.5)
78993 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-11 >> Accept-Encoding: gzip,deflate
78994 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "POST /hub/session/f88d9dba-800a-4b45-a0fb-e6c8af7c293a/window/current/maximize HTTP/1.1[\r][\n]"
78994 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
78994 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Content-Length: 26[\r][\n]"
78994 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Host: 127.0.0.1:7055[\r][\n]"
78994 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Connection: Keep-Alive[\r][\n]"
78994 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "User-Agent: Apache-HttpClient/4.3.5 (java 1.5)[\r][\n]"
78994 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "Accept-Encoding: gzip,deflate[\r][\n]"
78994 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "[\r][\n]"
78994 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-11 >> "{"windowHandle":"current"}"
79062 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "HTTP/1.1 200 OK[\r][\n]"
79062 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "content-type: application/json; charset=UTF-8[\r][\n]"
79062 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "connection: close[\r][\n]"
79062 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "content-length: 98[\r][\n]"
79062 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "server: httpd.js[\r][\n]"
79062 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "date: Tue, 03 Feb 2015 20:38:29 GMT[\r][\n]"
79062 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "[\r][\n]"
79062 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << HTTP/1.1 200 OK
79062 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << content-type: application/json; charset=UTF-8
79062 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << connection: close
79062 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << content-length: 98
79062 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << server: httpd.js
79062 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-11 << date: Tue, 03 Feb 2015 20:38:29 GMT
79063 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-11 << "{"name":"maximizeWindow","sessionId":"f88d9dba-800a-4b45-a0fb-e6c8af7c293a","status":0,"value":""}"
79063 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-11: Shutdown connection
79063 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection discarded
79063 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-11: Close connection
79063 [Forwarding maximizeWindow on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 11][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
79067 [Forwarding screenshot on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: best-match
79067 [Forwarding screenshot on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
79067 [Forwarding screenshot on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
79067 [Forwarding screenshot on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 12][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
79067 [Forwarding screenshot on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Opening connection {}->http://127.0.0.1:7055
79069 [Forwarding screenshot on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connecting to /127.0.0.1:7055
79069 [Forwarding screenshot on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connection established 127.0.0.1:62480<->127.0.0.1:7055
79070 [Forwarding screenshot on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request GET /hub/session/f88d9dba-800a-4b45-a0fb-e6c8af7c293a/screenshot HTTP/1.1
79070 [Forwarding screenshot on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
79070 [Forwarding screenshot on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
79070 [Forwarding screenshot on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-12 >> GET /hub/session/f88d9dba-800a-4b45-a0fb-e6c8af7c293a/screenshot HTTP/1.1
79071 [Forwarding screenshot on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-12 >> Cache-Control: no-cache
79071 [Forwarding screenshot on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-12 >> Host: 127.0.0.1:7055
79071 [Forwarding screenshot on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-12 >> Connection: Keep-Alive
79071 [Forwarding screenshot on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-12 >> User-Agent: Apache-HttpClient/4.3.5 (java 1.5)
79071 [Forwarding screenshot on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.headers  - http-outgoing-12 >> Accept-Encoding: gzip,deflate
79071 [Forwarding screenshot on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-12 >> "GET /hub/session/f88d9dba-800a-4b45-a0fb-e6c8af7c293a/screenshot HTTP/1.1[\r][\n]"
79071 [Forwarding screenshot on session f88d9dba-800a-4b45-a0fb-e6c8af7c293a to remote] DEBUG org.apache.http.wire  - http-outgoing-12 >> "Cache-Control: no-cache[\r][\n]"
