0 [main] INFO WebdriverTest  - fin del setup de los logs
208410 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-66 >> Content-Length: 47
208410 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-66 >> Host: 127.0.0.1:7055
208410 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-66 >> Connection: Keep-Alive
208410 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-66 >> User-Agent: Apache-HttpClient/4.3.5 (java 1.5)
208410 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-66 >> Accept-Encoding: gzip,deflate
208411 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-66 >> "POST /hub/session/ef7c6845-9cb9-48bf-85b7-7f067a2540ab/element/%7Be6e39b33-6d7c-407e-a488-111cb3f2b756%7D/click HTTP/1.1[\r][\n]"
208411 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-66 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
208411 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-66 >> "Content-Length: 47[\r][\n]"
208411 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-66 >> "Host: 127.0.0.1:7055[\r][\n]"
208411 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-66 >> "Connection: Keep-Alive[\r][\n]"
208411 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-66 >> "User-Agent: Apache-HttpClient/4.3.5 (java 1.5)[\r][\n]"
208411 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-66 >> "Accept-Encoding: gzip,deflate[\r][\n]"
208411 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-66 >> "[\r][\n]"
208411 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-66 >> "{"id":"{e6e39b33-6d7c-407e-a488-111cb3f2b756}"}"
208545 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-66 << "HTTP/1.1 200 OK[\r][\n]"
208545 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-66 << "content-type: application/json; charset=UTF-8[\r][\n]"
208545 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-66 << "connection: close[\r][\n]"
208545 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-66 << "content-length: 98[\r][\n]"
208545 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-66 << "server: httpd.js[\r][\n]"
208545 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-66 << "date: Tue, 03 Feb 2015 20:40:38 GMT[\r][\n]"
208545 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-66 << "[\r][\n]"
208545 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-66 << HTTP/1.1 200 OK
208545 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-66 << content-type: application/json; charset=UTF-8
208545 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-66 << connection: close
208545 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-66 << content-length: 98
208546 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-66 << server: httpd.js
208546 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-66 << date: Tue, 03 Feb 2015 20:40:38 GMT
208546 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-66 << "{"name":"clickElement","sessionId":"ef7c6845-9cb9-48bf-85b7-7f067a2540ab","status":0,"value":"ok"}"
208546 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-66: Shutdown connection
208547 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection discarded
208547 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-66: Close connection
208547 [Forwarding clickElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 66][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
208548 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: best-match
208550 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
208550 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
208551 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 67][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
208551 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Opening connection {}->http://127.0.0.1:7055
208551 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connecting to /127.0.0.1:7055
208551 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connection established 127.0.0.1:64573<->127.0.0.1:7055
208551 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /hub/session/ef7c6845-9cb9-48bf-85b7-7f067a2540ab/element HTTP/1.1
208551 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
208551 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
208552 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-67 >> POST /hub/session/ef7c6845-9cb9-48bf-85b7-7f067a2540ab/element HTTP/1.1
208552 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-67 >> Content-Type: application/json; charset=utf-8
208552 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-67 >> Content-Length: 49
208552 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-67 >> Host: 127.0.0.1:7055
208552 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-67 >> Connection: Keep-Alive
208552 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-67 >> User-Agent: Apache-HttpClient/4.3.5 (java 1.5)
208552 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-67 >> Accept-Encoding: gzip,deflate
208552 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-67 >> "POST /hub/session/ef7c6845-9cb9-48bf-85b7-7f067a2540ab/element HTTP/1.1[\r][\n]"
208552 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-67 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
208552 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-67 >> "Content-Length: 49[\r][\n]"
208552 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-67 >> "Host: 127.0.0.1:7055[\r][\n]"
208552 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-67 >> "Connection: Keep-Alive[\r][\n]"
208554 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-67 >> "User-Agent: Apache-HttpClient/4.3.5 (java 1.5)[\r][\n]"
208554 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-67 >> "Accept-Encoding: gzip,deflate[\r][\n]"
208554 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-67 >> "[\r][\n]"
208554 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-67 >> "{"using":"css selector","value":"img.small-logo"}"
208574 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-67 << "HTTP/1.1 200 OK[\r][\n]"
208574 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-67 << "content-type: application/json; charset=UTF-8[\r][\n]"
208574 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-67 << "connection: close[\r][\n]"
208574 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-67 << "content-length: 145[\r][\n]"
208574 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-67 << "server: httpd.js[\r][\n]"
208574 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-67 << "date: Tue, 03 Feb 2015 20:40:38 GMT[\r][\n]"
208574 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-67 << "[\r][\n]"
208575 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-67 << HTTP/1.1 200 OK
208575 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-67 << content-type: application/json; charset=UTF-8
208575 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-67 << connection: close
208575 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-67 << content-length: 145
208575 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-67 << server: httpd.js
208575 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-67 << date: Tue, 03 Feb 2015 20:40:38 GMT
208575 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-67 << "{"name":"findElement","sessionId":"ef7c6845-9cb9-48bf-85b7-7f067a2540ab","status":0,"value":{"ELEMENT":"{679620dc-a170-4756-a4bc-61f9a90e8373}"}}"
208575 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-67: Shutdown connection
208575 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection discarded
208575 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-67: Close connection
208575 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 67][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
208576 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: best-match
208577 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
208577 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
208577 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 68][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
208577 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Opening connection {}->http://127.0.0.1:7055
208577 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connecting to /127.0.0.1:7055
208577 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connection established 127.0.0.1:64574<->127.0.0.1:7055
208578 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request GET /hub/session/ef7c6845-9cb9-48bf-85b7-7f067a2540ab/element/%7B679620dc-a170-4756-a4bc-61f9a90e8373%7D/text HTTP/1.1
208578 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
208578 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
208578 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-68 >> GET /hub/session/ef7c6845-9cb9-48bf-85b7-7f067a2540ab/element/%7B679620dc-a170-4756-a4bc-61f9a90e8373%7D/text HTTP/1.1
208578 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-68 >> Cache-Control: no-cache
208578 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-68 >> Host: 127.0.0.1:7055
208578 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-68 >> Connection: Keep-Alive
208578 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-68 >> User-Agent: Apache-HttpClient/4.3.5 (java 1.5)
208578 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-68 >> Accept-Encoding: gzip,deflate
208578 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-68 >> "GET /hub/session/ef7c6845-9cb9-48bf-85b7-7f067a2540ab/element/%7B679620dc-a170-4756-a4bc-61f9a90e8373%7D/text HTTP/1.1[\r][\n]"
208578 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-68 >> "Cache-Control: no-cache[\r][\n]"
208578 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-68 >> "Host: 127.0.0.1:7055[\r][\n]"
208578 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-68 >> "Connection: Keep-Alive[\r][\n]"
208578 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-68 >> "User-Agent: Apache-HttpClient/4.3.5 (java 1.5)[\r][\n]"
208578 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-68 >> "Accept-Encoding: gzip,deflate[\r][\n]"
208578 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-68 >> "[\r][\n]"
208633 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-68 << "HTTP/1.1 200 OK[\r][\n]"
208633 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-68 << "content-type: application/json; charset=UTF-8[\r][\n]"
208633 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-68 << "connection: close[\r][\n]"
208633 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-68 << "content-length: 98[\r][\n]"
208633 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-68 << "server: httpd.js[\r][\n]"
208633 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-68 << "date: Tue, 03 Feb 2015 20:40:38 GMT[\r][\n]"
208633 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-68 << "[\r][\n]"
208633 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-68 << HTTP/1.1 200 OK
208633 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-68 << content-type: application/json; charset=UTF-8
208633 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-68 << connection: close
208633 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-68 << content-length: 98
208633 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-68 << server: httpd.js
208633 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-68 << date: Tue, 03 Feb 2015 20:40:38 GMT
208634 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-68 << "{"name":"getElementText","sessionId":"ef7c6845-9cb9-48bf-85b7-7f067a2540ab","status":0,"value":""}"
208634 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-68: Shutdown connection
208634 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Connection discarded
208634 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.conn.DefaultManagedHttpClientConnection  - http-outgoing-68: Close connection
208634 [Forwarding getElementText on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection released: [id: 68][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
208635 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.client.protocol.RequestAddCookies  - CookieSpec selected: best-match
208635 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.client.protocol.RequestAuthCache  - Auth cache not set in the context
208635 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection request: [route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 0 of 2000; total allocated: 0 of 2000]
208635 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.conn.PoolingHttpClientConnectionManager  - Connection leased: [id: 69][route: {}->http://127.0.0.1:7055][total kept alive: 0; route allocated: 1 of 2000; total allocated: 1 of 2000]
208635 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Opening connection {}->http://127.0.0.1:7055
208635 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connecting to /127.0.0.1:7055
208635 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.conn.HttpClientConnectionOperator  - Connection established 127.0.0.1:64575<->127.0.0.1:7055
208635 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Executing request POST /hub/session/ef7c6845-9cb9-48bf-85b7-7f067a2540ab/element HTTP/1.1
208635 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Target auth state: UNCHALLENGED
208635 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.impl.execchain.MainClientExec  - Proxy auth state: UNCHALLENGED
208636 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-69 >> POST /hub/session/ef7c6845-9cb9-48bf-85b7-7f067a2540ab/element HTTP/1.1
208636 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-69 >> Content-Type: application/json; charset=utf-8
208636 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-69 >> Content-Length: 47
208636 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-69 >> Host: 127.0.0.1:7055
208636 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-69 >> Connection: Keep-Alive
208636 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-69 >> User-Agent: Apache-HttpClient/4.3.5 (java 1.5)
208636 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.headers  - http-outgoing-69 >> Accept-Encoding: gzip,deflate
208636 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-69 >> "POST /hub/session/ef7c6845-9cb9-48bf-85b7-7f067a2540ab/element HTTP/1.1[\r][\n]"
208636 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-69 >> "Content-Type: application/json; charset=utf-8[\r][\n]"
208636 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-69 >> "Content-Length: 47[\r][\n]"
208636 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-69 >> "Host: 127.0.0.1:7055[\r][\n]"
208636 [Forwarding findElement on session ef7c6845-9cb9-48bf-85b7-7f067a2540ab to remote] DEBUG org.apache.http.wire  - http-outgoing-69 >> "Connection: Keep-Alive[\r][\n]"
